file,x1,y1,x2,y2,yaw_rad,pitch_rad,yaw_deg,pitch_deg
image_00001_1.png,366,241,664,664,0.017648879438638687,-1.1490983963012695,1.0112062692642212,-65.83848571777344
image_00002_0.png,367,233,695,684,0.029269220307469368,0.04625415802001953,1.6770026683807373,2.650167942047119
image_00003_1.png,364,269,645,673,-0.3304063677787781,0.050953105092048645,-18.930889129638672,2.9193978309631348
image_00004_1.png,357,260,647,663,0.5340846180915833,-0.05174192786216736,30.600791931152344,-2.9645938873291016
image_00005_0.png,363,228,687,684,-0.09275667369365692,-0.17693732678890228,-5.314565658569336,-10.137761116027832
image_00006_0.png,338,248,674,701,0.7943745851516724,-0.4849667549133301,45.51430892944336,-27.78654670715332
image_00007_1.png,355,248,679,692,-1.5673807859420776,0.1891646683216095,-89.8042984008789,10.838336944580078
image_00008_1.png,372,238,681,677,1.8542762994766235,0.03914900869131088,106.24220275878906,2.243072748184204
image_00009_1.png,343,236,661,676,-0.9248808026313782,-0.4902610778808594,-52.991764068603516,-28.089889526367188
image_00010_1.png,358,266,653,659,-0.42046648263931274,0.05062806233763695,-24.090953826904297,2.9007742404937744
image_00011_1.png,359,282,640,662,0.09258764982223511,-0.29472100734710693,5.3048810958862305,-16.886268615722656
image_00012_1.png,359,246,663,665,0.39865797758102417,-0.17111802101135254,22.841419219970703,-9.804339408874512
image_00013_1.png,371,240,667,657,-0.07676275819540024,-0.3057873249053955,-4.398181915283203,-17.520322799682617
image_00014_1.png,356,253,662,660,0.7432926893234253,-0.45071157813072205,42.58753204345703,-25.823869705200195
image_00015_0.png,345,245,679,680,-0.13723891973495483,0.051480457186698914,-7.863210678100586,2.949612855911255
image_00016_1.png,355,250,660,677,1.7678242921829224,-0.261688232421875,101.28886413574219,-14.993630409240723
image_00017_1.png,358,269,669,664,0.9771879315376282,0.32550230622291565,55.98874282836914,18.6499080657959
image_00018_1.png,368,246,678,672,0.9207156300544739,0.01149740070104599,52.753116607666016,0.6587525010108948
image_00019_1.png,361,256,669,668,-0.10902241617441177,-0.11544951051473618,-6.246523857116699,-6.614769458770752
image_00020_1.png,380,291,654,651,0.08478430658578873,-0.7304607629776001,4.85778284072876,-41.852317810058594
image_00021_1.png,334,280,677,716,2.1175894737243652,-0.4313725531101227,121.32893371582031,-24.7158260345459
image_00022_1.png,319,241,672,744,1.6599419116973877,-0.06372907757759094,95.10765838623047,-3.65140700340271
image_00023_1.png,353,245,660,654,-0.0931529551744461,-0.02119564823806286,-5.337270736694336,-1.2144211530685425
image_00024_1.png,315,245,681,770,0.05633401498198509,-0.09838948398828506,3.227701187133789,-5.637301921844482
image_00025_1.png,321,239,680,747,0.6530261039733887,-0.4118121862411499,37.4156379699707,-23.5950984954834
image_00026_1.png,312,257,668,759,-0.12142191082239151,0.17434577643871307,-6.956962585449219,9.989276885986328
image_00027_1.png,333,223,680,717,1.6906839609146118,-0.001685146358795464,96.86904907226562,-0.09655176848173141
image_00028_1.png,333,250,671,705,-0.5691617131233215,-0.6892609596252441,-32.61056137084961,-39.49174118041992
image_00029_0.png,325,243,677,713,0.33339956402778625,-0.30774638056755066,19.102386474609375,-17.632568359375
image_00030_0.png,337,249,681,708,0.6816800236701965,-0.19112078845500946,39.0573844909668,-10.950413703918457
image_00031_1.png,331,273,678,716,-0.47781428694725037,-0.46175533533096313,-27.376741409301758,-26.45663070678711
image_00032_1.png,360,259,673,680,0.4364621639251709,-0.45591068267822266,25.00743865966797,-26.121755599975586
image_00033_1.png,324,254,673,730,1.2572017908096313,-0.22756053507328033,72.03235626220703,-13.038257598876953
image_00034_1.png,332,274,676,726,0.6627246141433716,-0.24233968555927277,37.97132110595703,-13.885040283203125
