file,x1,y1,x2,y2,yaw_rad,pitch_rad,yaw_deg,pitch_deg
image_00001_1.png,346,248,663,667,0.0910504162311554,-0.08011148124933243,5.216804504394531,-4.590049743652344
image_00002_1.png,341,241,677,698,1.5503588914871216,-0.09934606403112411,88.82901763916016,-5.692110061645508
image_00003_0.png,359,255,657,653,0.07234372198581696,-0.07611680775880814,4.144989490509033,-4.361171722412109
image_00004_0.png,356,259,667,675,0.8982630968093872,-0.7217241525650024,51.46668243408203,-41.35174560546875
image_00005_1.png,322,235,673,727,0.5423346161842346,0.149515762925148,31.073482513427734,8.566621780395508
image_00006_1.png,327,302,691,756,1.6572264432907104,-0.14771409332752228,94.95207214355469,-8.463393211364746
image_00007_1.png,377,241,684,670,0.4466502368450165,-0.36594879627227783,25.591171264648438,-20.96731948852539
image_00008_1.png,354,220,653,621,-0.31973502039909363,0.047472868114709854,-18.31946563720703,2.7199947834014893
image_00009_1.png,353,221,661,624,-0.5900325775146484,0.0733882412314415,-33.806373596191406,4.204836368560791
image_00010_1.png,332,208,650,602,0.10673703253269196,-0.43387478590011597,6.115581035614014,-24.85919189453125
image_00011_0.png,351,215,672,639,-0.0051346272230148315,-0.15058664977550507,-0.29419246315956116,-8.627979278564453
image_00012_1.png,337,220,655,638,-0.5650581121444702,0.6388958096504211,-32.37544250488281,36.60603332519531
image_00013_1.png,345,223,659,636,-0.1578502506017685,0.012994462624192238,-9.04415225982666,0.7445278167724609
image_00014_1.png,324,221,643,628,0.6896454095840454,0.03636809065937996,39.513771057128906,2.083738088607788
image_00015_1.png,379,211,735,695,-0.9029961824417114,-0.1940729320049286,-51.73786544799805,-11.119559288024902
image_00016_1.png,400,194,736,683,-1.0686341524124146,0.22643926739692688,-61.22822189331055,12.974013328552246
image_00017_1.png,400,218,737,670,0.12152668833732605,-0.580094039440155,6.962965965270996,-33.2369384765625
image_00018_0.png,383,213,739,676,-1.5458216667175293,-0.3397362232208252,-88.56905364990234,-19.465450286865234
image_00019_1.png,392,213,733,666,-0.41311734914779663,-0.26211804151535034,-23.669879913330078,-15.018257141113281
image_00020_1.png,385,197,740,677,0.38964197039604187,-0.1788654923439026,22.324838638305664,-10.248237609863281
image_00021_1.png,378,193,747,681,0.7785110473632812,-0.11512568593025208,44.60539627075195,-6.596215724945068
image_00022_1.png,414,240,733,678,0.29916566610336304,-0.37643060088157654,17.140928268432617,-21.56788444519043
image_00023_1.png,394,200,738,683,0.39000338315963745,-0.16417227685451508,22.34554672241211,-9.406377792358398
image_00024_1.png,385,200,717,658,-1.1606066226959229,-0.687824010848999,-66.49785614013672,-39.4094123840332
image_00025_0.png,390,191,719,666,0.5210117697715759,-0.20373374223709106,29.851774215698242,-11.673083305358887
image_00026_1.png,393,198,736,663,0.5743557214736938,-0.3422473073005676,32.90815734863281,-19.609325408935547
image_00027_1.png,394,185,743,679,0.4567929804325104,0.07725680619478226,26.17230796813965,4.426488876342773
image_00028_1.png,384,193,726,686,-0.14501167833805084,0.06730234622955322,-8.30855655670166,3.85614013671875
image_00029_1.png,360,186,714,694,-0.3081359565258026,0.05622969940304756,-17.654888153076172,3.221724271774292
image_00030_0.png,404,198,738,684,2.6401889324188232,0.13039284944534302,151.27166748046875,7.470959663391113
image_00031_1.png,385,173,742,685,0.23939386010169983,-0.5378711819648743,13.716257095336914,-30.817747116088867
image_00032_1.png,379,225,718,690,-0.5397546887397766,-0.15719011425971985,-30.925662994384766,-9.006329536437988
image_00033_1.png,371,175,727,695,-0.4199070334434509,0.00013897722237743437,-24.05889892578125,0.007962808012962341
image_00034_1.png,384,198,720,666,0.3846105635166168,0.042586855590343475,22.03656005859375,2.440047025680542
image_00035_1.png,393,176,708,670,-0.7512201070785522,-0.3827654719352722,-43.04174041748047,-21.930845260620117
image_00036_1.png,396,236,729,681,0.134081169962883,-0.018976742401719093,7.682284832000732,-1.087287187576294
image_00037_1.png,402,203,742,668,0.07574912160634995,-0.25859925150871277,4.340104579925537,-14.816644668579102
image_00038_1.png,320,240,624,626,0.6920210123062134,-0.2543562948703766,39.649879455566406,-14.573541641235352
image_00039_1.png,339,251,632,635,0.8073942065238953,-0.12480431795120239,46.260276794433594,-7.150760173797607
image_00040_1.png,338,229,637,649,1.474739670753479,0.12673446536064148,84.49635314941406,7.261349678039551
image_00041_0.png,326,246,618,629,-1.3089269399642944,-0.22605256736278534,-74.99598693847656,-12.951857566833496
image_00042_1.png,323,246,628,634,-0.864624559879303,-0.03039073944091797,-49.539337158203125,-1.7412610054016113
image_00043_1.png,326,229,643,648,0.4771180748939514,-0.21667081117630005,27.336851119995117,-12.414321899414062
image_00044_1.png,322,251,619,644,-1.0621345043182373,-0.06982850283384323,-60.85581970214844,-4.00087833404541
image_00045_0.png,339,245,619,630,1.1370108127593994,-0.11202064901590347,65.14591979980469,-6.418310165405273
image_00046_1.png,334,239,627,642,0.9356736540794373,-0.27968090772628784,53.61014938354492,-16.024534225463867
image_00047_1.png,331,232,643,626,0.48179754614830017,-0.005895754788070917,27.604965209960938,-0.33780184388160706
image_00048_1.png,335,234,638,649,0.7416617274284363,-0.39776676893234253,42.494083404541016,-22.790355682373047
