file,status,x1,y1,x2,y2,yaw_rad,pitch_rad,yaw_deg,pitch_deg
image_00001_1.png,success,348.0,313.0,669.0,634.0,-0.42772817611694336,-0.024353543296456337,-24.50701927032923,-1.3953552470760664
image_00002_0.png,success,408.0,326.0,684.0,602.0,0.04153918847441673,0.030417293310165405,2.3800201839825514,1.742782530883991
image_00003_1.png,success,349.0,343.0,679.0,673.0,0.07579009979963303,0.06860409677028656,4.342452847394279,3.930725202244502
image_00004_1.png,success,362.0,346.0,676.0,660.0,0.05572504922747612,0.08672451227903366,3.19281013389313,4.9689485339191135
image_00005_0.png,success,361.0,325.0,676.0,640.0,0.11826406419277191,-0.044807419180870056,6.776031746310074,-2.5672760099373866
image_00006_0.png,failure,,,,,,,,
image_00007_1.png,success,285.0,308.0,695.0,718.0,0.4540577828884125,-0.5542134046554565,26.015594614573484,-31.75408903633371
image_00008_1.png,success,427.0,293.0,689.0,555.0,0.6035037636756897,-0.16836825013160706,34.57821857887766,-9.646790136544052
image_00009_1.png,failure,,,,,,,,
image_00010_1.png,success,334.0,331.0,688.0,685.0,0.1111678034067154,-0.1420287787914276,6.369445952944847,-8.13764959414598
image_00011_1.png,success,359.0,339.0,674.0,654.0,0.01637045107781887,-0.14176379144191742,0.9379577554844108,-8.122466937394687
image_00012_1.png,success,354.0,344.0,690.0,679.0,0.10809877514839172,0.1491202414035797,6.193603586536515,8.543960472397114
image_00013_1.png,success,381.0,336.0,680.0,635.0,0.25513455271720886,0.024347683414816856,14.618133078654077,1.395019500589678
image_00014_1.png,success,356.0,334.0,682.0,660.0,0.2222391963005066,0.04669586941599846,12.733367990398447,2.6754762382307318
image_00015_0.png,failure,,,,,,,,
image_00016_1.png,success,332.0,346.0,655.0,669.0,0.18995796144008636,-0.14571885764598846,10.883789475425782,-8.349075538582785
image_00017_1.png,success,375.0,343.0,683.0,651.0,0.21519674360752106,-0.1453835666179657,12.329865173669834,-8.329864777768478
image_00018_1.png,success,376.0,335.0,678.0,637.0,0.6985620856285095,-0.27027755975723267,40.02465923437001,-15.485763471184335
image_00019_1.png,success,357.0,325.0,695.0,663.0,0.18611635267734528,0.12363140285015106,10.663681506780243,7.083557598595313
image_00020_1.png,failure,,,,,,,,
image_00021_1.png,success,361.0,331.0,688.0,658.0,0.6828478574752808,-0.3893861174583435,39.12430028288435,-22.310181131348426
image_00022_1.png,success,316.0,397.0,650.0,730.0,0.2572278082370758,-0.1701190173625946,14.738067785384917,-9.747101709789444
image_00023_1.png,success,352.0,345.0,673.0,665.0,0.11589890718460083,0.11752051115036011,6.640518231856082,6.733429295135766
image_00024_1.png,success,282.0,327.0,690.0,735.0,0.06633641570806503,0.09241435676813126,3.800796648097465,5.294952609230176
image_00025_1.png,success,333.0,364.0,683.0,714.0,0.648900032043457,0.02305019088089466,37.17923316199397,1.3206786544462013
image_00026_1.png,success,309.0,341.0,679.0,711.0,0.011910189874470234,0.04350540041923523,0.6824036130065921,2.492675830048861
image_00027_1.png,success,309.0,323.0,704.0,718.0,0.24958373606204987,0.0814831480383873,14.300094711462542,4.668640484039285
image_00028_1.png,success,315.0,325.0,693.0,703.0,0.1220414936542511,0.11050094664096832,6.9924625118612065,6.331237874727796
image_00029_0.png,success,299.0,324.0,700.0,725.0,0.1568431556224823,-0.04573499783873558,8.986450862681805,-2.6204223521994905
image_00030_0.png,success,327.0,317.0,707.0,697.0,-0.04573126882314682,-0.04423617199063301,-2.620208695344516,-2.534545956878097
image_00031_1.png,success,321.0,344.0,690.0,712.0,0.04495895281434059,0.17230919003486633,2.5759582475895306,9.872589360315503
image_00032_1.png,success,349.0,342.0,688.0,681.0,0.17478646337985992,0.13798104226589203,10.014526667683892,7.905731374651842
image_00033_1.png,success,277.0,317.0,686.0,726.0,0.13296711444854736,-0.022052573040127754,7.6184544719347524,-1.2635193626033034
image_00034_1.png,success,458.0,219.0,665.0,426.0,-0.3002205491065979,-0.26671984791755676,-17.20137038690814,-15.281921598047182
image_00035_1.png,success,300.0,337.0,701.0,738.0,0.1782589554786682,0.041741855442523956,10.213485809338133,2.391632145901808
image_00036_1.png,success,305.0,337.0,716.0,748.0,0.23934946954250336,-0.4613005220890045,13.713714433480485,-26.430573002881363
image_00037_1.png,failure,,,,,,,,
image_00038_1.png,success,302.0,327.0,724.0,749.0,0.23496432602405548,-0.18937046825885773,13.462464217314274,-10.850128595648666
image_00039_1.png,success,312.0,328.0,703.0,719.0,-0.013905961997807026,-0.17529726028442383,-0.7967529325436531,-10.043793174503751
image_00040_1.png,success,324.0,332.0,713.0,721.0,0.38671764731407166,-0.3292791247367859,22.15728905432498,-18.866304129179614
image_00041_1.png,success,340.0,348.0,687.0,695.0,0.10680846869945526,0.04199192672967911,6.119674472733943,2.405960175233202
image_00042_1.png,success,333.0,320.0,745.0,732.0,0.044561345130205154,-0.035772114992141724,2.5531770053865994,-2.0495912133063787
image_00043_1.png,success,378.0,345.0,694.0,661.0,0.053942859172821045,0.14846324920654297,3.090698165471205,8.50631759233388
image_00044_1.png,success,319.0,364.0,696.0,741.0,0.015426095575094223,-0.02496740221977234,0.8838501708183335,-1.430526772598518
image_00045_1.png,success,315.0,359.0,694.0,738.0,-0.00809601042419672,0.11869575828313828,-0.4638672282003914,6.800765995728805
image_00046_1.png,success,319.0,352.0,689.0,722.0,-0.03141092136502266,-0.008193748071789742,-1.7997132248331051,-0.46946718290700845
image_00047_1.png,success,318.0,367.0,692.0,741.0,-0.0025694179348647594,0.08637164533138275,-0.1472168034729706,4.948730747089052
image_00048_1.png,failure,,,,,,,,
image_00049_1.png,failure,,,,,,,,
image_00050_1.png,success,366.0,334.0,699.0,667.0,0.23200128972530365,-0.05733732506632805,13.29269474285173,-3.28518673487026
image_00051_1.png,success,309.0,328.0,693.0,712.0,0.04820108413696289,0.04460502043366432,2.7617186890029557,2.5556794159437626
image_00052_1.png,success,328.0,339.0,695.0,706.0,-0.06606663763523102,-0.0676693245768547,-3.785339503118903,-3.87716670075467
image_00053_1.png,success,370.0,339.0,672.0,641.0,0.3228771388530731,0.05795517936348915,18.499497357540545,3.320587178451613
image_00054_1.png,success,373.0,285.0,682.0,594.0,0.29488223791122437,-0.22494442760944366,16.895507685685796,-12.888366327007192
image_00055_1.png,success,347.0,284.0,678.0,615.0,0.1970081478357315,-0.1888090819120407,11.287735400676798,-10.817963527299785
image_00056_1.png,success,326.0,323.0,657.0,654.0,-0.4672441780567169,-0.2860826253890991,-26.77111940470903,-16.39132702681755
image_00057_1.png,success,359.0,320.0,676.0,637.0,-0.11668507009744644,0.0629693791270256,-6.685562048771847,3.6078796625377474
image_00058_1.png,success,346.0,304.0,661.0,619.0,0.18918244540691376,0.030295057222247124,10.839355679780263,1.7357789189420834
image_00059_1.png,success,347.0,316.0,661.0,630.0,0.042877960950136185,-0.007083476055413485,2.456726196569557,-0.4058532822571691
image_00060_1.png,failure,,,,,,,,
image_00061_1.png,failure,,,,,,,,
image_00062_1.png,success,339.0,293.0,673.0,627.0,0.1273220032453537,0.042823098599910736,7.295013425109738,2.45358281544747
image_00063_1.png,success,342.0,310.0,657.0,625.0,0.11954184621572495,-0.06865682452917099,6.849243263362971,-3.9337462802917633
image_00064_1.png,success,344.0,310.0,671.0,637.0,0.02142379991710186,-0.1524345576763153,1.2274933163826596,-8.733856806796393
