file,status,x1,y1,x2,y2,yaw_rad,pitch_rad,yaw_deg,pitch_deg
image_00001_1.png,success,369.0,341.0,670.0,642.0,0.1008901298046112,0.06655559688806534,5.780578632331259,3.8133548046601797
image_00002_1.png,success,342.0,339.0,675.0,672.0,0.3055838942527771,-0.477552205324173,17.50866742785618,-27.361725862240032
image_00003_0.png,success,357.0,328.0,675.0,646.0,0.2926023006439209,-0.3065173327922821,16.764876902714718,-17.562149516604673
image_00004_0.png,success,341.0,331.0,668.0,658.0,0.165047287940979,-0.050927627831697464,9.456513019098544,-2.9179381353692526
image_00005_1.png,success,314.0,328.0,706.0,720.0,0.02815893478691578,0.07844900339841843,1.6133881188743902,4.494796801736828
image_00006_1.png,failure,,,,,,,,
image_00007_1.png,success,381.0,337.0,678.0,634.0,0.21861809492111206,0.09519416093826294,12.52589416417014,5.454223656051587
image_00008_1.png,success,342.0,321.0,645.0,624.0,0.15232163667678833,0.12021855264902115,8.727386910105098,6.888015685960195
image_00009_1.png,success,345.0,302.0,642.0,599.0,0.06907761096954346,0.03099546767771244,3.9578555674014386,1.7759094819670818
image_00010_1.png,success,339.0,295.0,635.0,591.0,0.0662221610546112,0.06356113404035568,3.7942503386648307,3.6417847215776904
image_00011_0.png,success,349.0,308.0,651.0,610.0,-0.6557618975639343,0.13766546547412872,-37.57238909590366,7.887650156371526
image_00012_1.png,success,359.0,309.0,659.0,609.0,0.2096072882413864,0.06838305294513702,12.009612971413569,3.9180603239760057
image_00013_1.png,success,348.0,305.0,670.0,627.0,0.015862055122852325,0.12574142217636108,0.9088288129433048,7.204452800678185
image_00014_1.png,success,364.0,312.0,663.0,611.0,0.4465966820716858,-0.3414723873138428,25.588105027253434,-19.564926613339786
image_00015_1.png,success,360.0,285.0,715.0,640.0,0.21164222061634064,-0.0787949487566948,12.126206008092979,-4.514618010708205
image_00016_1.png,success,369.0,288.0,742.0,661.0,0.17855137586593628,-0.030010098591446877,10.230240263372174,-1.7194519920614026
image_00017_1.png,success,366.0,307.0,688.0,629.0,-0.00860786996781826,0.053347647190093994,-0.49319461975339807,3.0565950309453314
image_00018_0.png,success,412.0,317.0,737.0,642.0,0.6748631596565247,-0.3846840262413025,38.66681079718231,-22.040771149726442
image_00019_1.png,success,368.0,304.0,695.0,631.0,-0.05335989594459534,0.028683576732873917,-3.05729683288255,1.643447888133322
image_00020_1.png,success,370.0,286.0,748.0,663.0,-0.17520751059055328,0.048417869955301285,-10.038650895832378,2.7741396014520356
image_00021_1.png,success,367.0,276.0,756.0,665.0,0.07454720884561539,-0.2932412028312683,4.271240441334079,-16.801483301571402
